nom_cabina,calidad_aire,codi_dtes,zqa,codi_eoi,longitud,latitud,hora_o3,calidad_o3,valor_o3,hora_no2,calidad_no2,valor_no2,hora_pm10,calidad_pm10,valor_pm10,generat,dateTime
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,8h,Bona,55,8h,Buena,26,16/06/2018 9:00,1529132702
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,9h,Bona,38,,,,16/06/2018 10:00,1529136303
Eixample,Buena,IH,01,08019043,2.1538,41.3853,9h,Buena,31,9h,Bona,67,9h,Buena,33,16/06/2018 10:00,1529136303
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,9h,Buena,43,9h,Bona,49,9h,Buena,25,16/06/2018 10:00,1529136303
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,9h,Buena,16,9h,Bona,53,,,,16/06/2018 10:00,1529136303
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,9h,Buena,38,9h,Bona,37,9h,Buena,24,16/06/2018 10:00,1529136303
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,9h,Buena,45,9h,Bona,34,9h,Buena,21,16/06/2018 10:00,1529136303
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,9h,Bona,48,9h,Buena,27,16/06/2018 10:00,1529136303
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,10h,Bona,77,,,,16/06/2018 11:00,1529139902
Eixample,Buena,IH,01,08019043,2.1538,41.3853,10h,Buena,21,10h,Bona,90,10h,Buena,33,16/06/2018 11:00,1529139902
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,10h,Buena,30,10h,Bona,73,10h,Buena,25,16/06/2018 11:00,1529139902
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,10h,Buena,41,10h,Bona,46,,,,16/06/2018 11:00,1529139902
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,10h,Buena,58,10h,Bona,32,10h,Buena,24,16/06/2018 11:00,1529139902
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,9h,Buena,45,9h,Bona,34,10h,Buena,20,16/06/2018 11:00,1529139902
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,10h,Bona,45,10h,Buena,27,16/06/2018 11:00,1529139902
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,11h,Bona,45,,,,16/06/2018 12:00,1529143503
Eixample,Buena,IH,01,08019043,2.1538,41.3853,11h,Buena,38,11h,Bona,90,11h,Buena,33,16/06/2018 12:00,1529143503
Gràcia,Regular,IJ,01,08019044,2.1534,41.3987,11h,Buena,28,11h,Regular,97,11h,Buena,25,16/06/2018 12:00,1529143503
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,11h,Buena,50,11h,Bona,47,,,,16/06/2018 12:00,1529143503
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,11h,Buena,50,11h,Bona,54,11h,Buena,25,16/06/2018 12:00,1529143503
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,11h,Buena,75,11h,Bona,27,11h,Buena,20,16/06/2018 12:00,1529143503
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,11h,Bona,44,11h,Buena,26,16/06/2018 12:00,1529143503
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,12h,Bona,23,,,,16/06/2018 13:00,1529147103
Eixample,Buena,IH,01,08019043,2.1538,41.3853,12h,Buena,64,12h,Bona,58,12h,Buena,33,16/06/2018 13:00,1529147103
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,12h,Buena,65,12h,Bona,53,12h,Buena,25,16/06/2018 13:00,1529147103
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,12h,Buena,51,12h,Bona,47,,,,16/06/2018 13:00,1529147103
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,12h,Buena,75,12h,Bona,44,12h,Buena,25,16/06/2018 13:00,1529147103
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,12h,Buena,89,12h,Bona,22,12h,Buena,20,16/06/2018 13:00,1529147103
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,12h,Bona,31,12h,Buena,26,16/06/2018 13:00,1529147103
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,13h,Bona,14,,,,16/06/2018 14:00,1529150702
Eixample,Buena,IH,01,08019043,2.1538,41.3853,13h,Buena,75,13h,Bona,43,13h,Buena,32,16/06/2018 14:00,1529150702
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,13h,Buena,80,13h,Bona,39,13h,Buena,24,16/06/2018 14:00,1529150702
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,13h,Buena,62,13h,Bona,34,,,,16/06/2018 14:00,1529150702
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,13h,Buena,93,13h,Bona,19,13h,Buena,24,16/06/2018 14:00,1529150702
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,13h,Buena,98,13h,Bona,18,13h,Buena,19,16/06/2018 14:00,1529150702
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,13h,Bona,20,13h,Buena,26,16/06/2018 14:00,1529150702
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,14h,Bona,13,,,,16/06/2018 15:00,1529154303
Eixample,Buena,IH,01,08019043,2.1538,41.3853,14h,Buena,72,14h,Bona,41,14h,Buena,32,16/06/2018 15:00,1529154303
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,14h,Buena,83,14h,Bona,29,14h,Buena,24,16/06/2018 15:00,1529154303
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,14h,Buena,65,14h,Bona,29,,,,16/06/2018 15:00,1529154303
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,14h,Buena,98,14h,Bona,12,14h,Buena,23,16/06/2018 15:00,1529154303
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,14h,Buena,95,14h,Bona,14,14h,Buena,19,16/06/2018 15:00,1529154303
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,14h,Bona,18,14h,Buena,27,16/06/2018 15:00,1529154303
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,15h,Bona,12,,,,16/06/2018 16:00,1529157902
Eixample,Buena,IH,01,08019043,2.1538,41.3853,14h,Buena,72,14h,Bona,41,15h,Buena,32,16/06/2018 16:00,1529157902
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,15h,Buena,82,15h,Bona,33,15h,Buena,23,16/06/2018 16:00,1529157902
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,15h,Buena,73,15h,Bona,20,,,,16/06/2018 16:00,1529157902
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,15h,Buena,93,15h,Bona,12,15h,Buena,22,16/06/2018 16:00,1529157902
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,15h,Buena,88,15h,Bona,14,15h,Buena,18,16/06/2018 16:00,1529157902
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,15h,Bona,16,15h,Buena,27,16/06/2018 16:00,1529157902
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,16h,Bona,13,,,,16/06/2018 17:00,1529161503
Eixample,Buena,IH,01,08019043,2.1538,41.3853,14h,Buena,72,14h,Bona,41,16h,Buena,31,16/06/2018 17:00,1529161503
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,16h,Buena,76,16h,Bona,35,16h,Buena,22,16/06/2018 17:00,1529161503
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,16h,Buena,64,16h,Bona,28,,,,16/06/2018 17:00,1529161503
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,16h,Buena,88,16h,Bona,16,16h,Buena,21,16/06/2018 17:00,1529161503
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,16h,Buena,86,16h,Bona,11,16h,Buena,17,16/06/2018 17:00,1529161503
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,16h,Bona,17,16h,Buena,28,16/06/2018 17:00,1529161503
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,17h,Bona,7,,,,16/06/2018 18:00,1529165103
Eixample,Buena,IH,01,08019043,2.1538,41.3853,15h,,,15h,,,17h,Buena,31,16/06/2018 18:00,1529165103
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,17h,Buena,68,17h,Bona,19,17h,Buena,22,16/06/2018 18:00,1529165103
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,17h,Buena,50,17h,Bona,28,,,,16/06/2018 18:00,1529165103
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,17h,Buena,77,17h,Bona,7,17h,Buena,20,16/06/2018 18:00,1529165103
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,17h,Buena,76,17h,Bona,7,18h,Buena,17,16/06/2018 18:00,1529165103
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,17h,Bona,14,18h,Buena,26,16/06/2018 18:00,1529165103
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,18h,Bona,8,,,,16/06/2018 19:00,1529168702
Eixample,Buena,IH,01,08019043,2.1538,41.3853,16h,,,16h,,,18h,Buena,30,16/06/2018 19:00,1529168702
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,18h,Buena,63,18h,Bona,30,18h,Buena,21,16/06/2018 19:00,1529168702
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,18h,Buena,45,18h,Bona,27,,,,16/06/2018 19:00,1529168702
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,18h,Buena,75,18h,Bona,7,18h,Buena,19,16/06/2018 19:00,1529168702
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,18h,Buena,78,18h,Bona,9,18h,Buena,17,16/06/2018 19:00,1529168702
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,18h,Bona,20,18h,Buena,26,16/06/2018 19:00,1529168702
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,19h,Bona,12,,,,16/06/2018 20:00,1529172303
Eixample,Buena,IH,01,08019043,2.1538,41.3853,19h,Buena,45,19h,Bona,40,19h,Buena,28,16/06/2018 20:00,1529172303
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,19h,Buena,52,19h,Bona,31,19h,Buena,21,16/06/2018 20:00,1529172303
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,18h,Buena,45,18h,Bona,27,,,,16/06/2018 20:00,1529172303
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,19h,Buena,69,19h,Bona,11,19h,Buena,19,16/06/2018 20:00,1529172303
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,19h,Buena,68,19h,Bona,11,19h,Buena,17,16/06/2018 20:00,1529172303
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,19h,Bona,23,19h,Buena,26,16/06/2018 20:00,1529172303
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,20h,Bona,10,,,,16/06/2018 21:00,1529175902
Eixample,Buena,IH,01,08019043,2.1538,41.3853,19h,Buena,45,19h,Bona,40,20h,Buena,28,16/06/2018 21:00,1529175902
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,20h,Buena,46,20h,Bona,33,20h,Buena,21,16/06/2018 21:00,1529175902
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,18h,Buena,45,18h,Bona,27,,,,16/06/2018 21:00,1529175902
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,20h,Buena,62,20h,Bona,10,20h,Buena,19,16/06/2018 21:00,1529175902
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,20h,Buena,59,20h,Bona,11,20h,Buena,17,16/06/2018 21:00,1529175902
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,20h,Bona,29,20h,Buena,26,16/06/2018 21:00,1529175902
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,21h,Bona,17,,,,16/06/2018 22:00,1529179503
Eixample,Buena,IH,01,08019043,2.1538,41.3853,19h,Buena,45,19h,Bona,40,21h,Buena,27,16/06/2018 22:00,1529179503
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,21h,Buena,41,21h,Bona,45,21h,Buena,21,16/06/2018 22:00,1529179503
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,20h,Buena,62,20h,Bona,10,22h,Buena,19,16/06/2018 22:00,1529179503
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,21h,Buena,59,21h,Bona,21,21h,Buena,17,16/06/2018 22:00,1529179503
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,21h,Bona,22,21h,Buena,26,16/06/2018 22:00,1529179503
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,22h,Bona,23,,,,16/06/2018 23:00,1529183103
Eixample,Buena,IH,01,08019043,2.1538,41.3853,20h,,,20h,,,22h,Buena,27,16/06/2018 23:00,1529183103
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,22h,Buena,45,22h,Bona,44,22h,Buena,21,16/06/2018 23:00,1529183103
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,20h,Buena,62,20h,Bona,10,22h,Buena,19,16/06/2018 23:00,1529183103
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,22h,Buena,47,22h,Bona,37,22h,Buena,17,16/06/2018 23:00,1529183103
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,22h,Bona,20,22h,Buena,26,16/06/2018 23:00,1529183103
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,0h,Bona,24,,,,17/06/2018 0:00,1529186703
Eixample,Buena,IH,01,08019043,2.1538,41.3853,0h,Buena,45,0h,Bona,40,0h,Buena,27,17/06/2018 0:00,1529186703
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,23h,Buena,47,23h,Bona,41,23h,Buena,21,17/06/2018 0:00,1529186703
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,,,,NA,,,23h,Buena,19,17/06/2018 0:00,1529186703
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,23h,Buena,44,23h,Bona,38,23h,Buena,18,17/06/2018 0:00,1529186703
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,23h,Bona,20,23h,Buena,27,17/06/2018 0:00,1529186703
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,0h,Bona,22,,,,17/06/2018 1:00,1529190303
Eixample,Buena,IH,01,08019043,2.1538,41.3853,0h,Buena,53,0h,Bona,38,0h,Buena,29,17/06/2018 1:00,1529190303
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,0h,Buena,47,0h,Bona,41,0h,Buena,21,17/06/2018 1:00,1529190303
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,0h,Buena,42,0h,Bona,27,,,,17/06/2018 1:00,1529190303
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,0h,Buena,62,0h,Bona,10,0h,Buena,19,17/06/2018 1:00,1529190303
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,0h,Buena,44,0h,Bona,37,0h,Buena,18,17/06/2018 1:00,1529190303
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,0h,Bona,12,0h,Buena,27,17/06/2018 1:00,1529190303
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,1h,Bona,14,,,,17/06/2018 2:00,1529193903
Eixample,Buena,IH,01,08019043,2.1538,41.3853,1h,Buena,39,1h,Bona,51,1h,Buena,28,17/06/2018 2:00,1529193903
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,23h,Buena,47,23h,Bona,41,1h,Buena,21,17/06/2018 2:00,1529193903
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,1h,Buena,36,1h,Bona,34,,,,17/06/2018 2:00,1529193903
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,23h,,,23h,,,1h,Buena,19,17/06/2018 2:00,1529193903
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,1h,Buena,37,1h,Bona,39,1h,Buena,18,17/06/2018 2:00,1529193903
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,1h,Bona,23,1h,Buena,27,17/06/2018 2:00,1529193903
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,2h,Bona,18,,,,17/06/2018 3:00,1529197502
Eixample,Buena,IH,01,08019043,2.1538,41.3853,2h,Buena,35,2h,Bona,48,2h,Buena,29,17/06/2018 3:00,1529197502
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,0h,,,0h,,,2h,Buena,21,17/06/2018 3:00,1529197502
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,2h,Buena,32,2h,Bona,37,,,,17/06/2018 3:00,1529197502
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,0h,,,0h,,,2h,Buena,19,17/06/2018 3:00,1529197502
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,2h,Buena,30,2h,Bona,37,2h,Buena,18,17/06/2018 3:00,1529197502
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,2h,Bona,30,2h,Buena,27,17/06/2018 3:00,1529197502
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,3h,Bona,39,,,,17/06/2018 4:00,1529201102
Eixample,Buena,IH,01,08019043,2.1538,41.3853,3h,Buena,24,3h,Bona,50,3h,Buena,28,17/06/2018 4:00,1529201102
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,3h,Buena,29,3h,Bona,43,3h,Buena,21,17/06/2018 4:00,1529201102
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,3h,Buena,27,3h,Bona,35,,,,17/06/2018 4:00,1529201102
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,1h,,,1h,,,2h,Buena,19,17/06/2018 4:00,1529201102
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,3h,Buena,19,3h,Bona,42,3h,Buena,18,17/06/2018 4:00,1529201102
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,3h,Bona,29,3h,Buena,27,17/06/2018 4:00,1529201102
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,4h,Bona,34,,,,17/06/2018 5:00,1529204703
Eixample,Buena,IH,01,08019043,2.1538,41.3853,4h,Buena,18,4h,Bona,53,4h,Buena,29,17/06/2018 5:00,1529204703
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,4h,Buena,16,4h,Bona,53,4h,Buena,21,17/06/2018 5:00,1529204703
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,4h,Buena,18,4h,Bona,47,,,,17/06/2018 5:00,1529204703
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,2h,,,2h,,,2h,Buena,19,17/06/2018 5:00,1529204703
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,4h,Buena,18,4h,Bona,36,4h,Buena,18,17/06/2018 5:00,1529204703
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,4h,Bona,48,4h,Buena,27,17/06/2018 5:00,1529204703
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,5h,Bona,30,,,,17/06/2018 6:00,1529208302
Eixample,Buena,IH,01,08019043,2.1538,41.3853,5h,Buena,16,5h,Bona,50,5h,Buena,30,17/06/2018 6:00,1529208302
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,5h,Buena,16,5h,Bona,45,5h,Buena,22,17/06/2018 6:00,1529208302
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,5h,Buena,4,5h,Bona,53,,,,17/06/2018 6:00,1529208302
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,5h,Buena,11,5h,Bona,39,5h,Buena,18,17/06/2018 6:00,1529208302
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,5h,Bona,46,5h,Buena,27,17/06/2018 6:00,1529208302
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,6h,Bona,36,,,,17/06/2018 7:00,1529211903
Eixample,Buena,IH,01,08019043,2.1538,41.3853,6h,Buena,6,6h,Bona,57,6h,Buena,30,17/06/2018 7:00,1529211903
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,6h,Buena,6,6h,Bona,53,6h,Buena,22,17/06/2018 7:00,1529211903
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,6h,Buena,3,6h,Bona,44,,,,17/06/2018 7:00,1529211903
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,6h,Buena,7,6h,Bona,41,6h,Buena,19,17/06/2018 7:00,1529211903
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,6h,Bona,47,6h,Buena,27,17/06/2018 7:00,1529211903
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,7h,Bona,44,,,,17/06/2018 8:00,1529215502
Eixample,Buena,IH,01,08019043,2.1538,41.3853,7h,Buena,3,7h,Bona,55,7h,Buena,30,17/06/2018 8:00,1529215502
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,7h,Buena,6,7h,Bona,49,7h,Buena,23,17/06/2018 8:00,1529215502
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,7h,Buena,3,7h,Bona,41,,,,17/06/2018 8:00,1529215502
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,7h,Buena,8,7h,Bona,39,7h,Buena,20,17/06/2018 8:00,1529215502
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,7h,Buena,4,7h,Bona,39,7h,Buena,19,17/06/2018 8:00,1529215502
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,7h,Bona,39,7h,Buena,27,17/06/2018 8:00,1529215502
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,8h,Bona,38,,,,17/06/2018 9:00,1529219103
Eixample,Buena,IH,01,08019043,2.1538,41.3853,8h,Buena,6,8h,Bona,51,8h,Buena,31,17/06/2018 9:00,1529219103
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,8h,Buena,12,8h,Bona,40,8h,Buena,23,17/06/2018 9:00,1529219103
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,8h,Buena,5,8h,Bona,40,,,,17/06/2018 9:00,1529219103
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,8h,Buena,18,8h,Bona,28,8h,Buena,20,17/06/2018 9:00,1529219103
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,8h,Buena,15,8h,Bona,27,8h,Buena,19,17/06/2018 9:00,1529219103
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,8h,Bona,33,8h,Buena,27,17/06/2018 9:00,1529219103
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,9h,Bona,42,,,,17/06/2018 10:00,1529222703
Eixample,Buena,IH,01,08019043,2.1538,41.3853,9h,Buena,13,9h,Bona,51,9h,Buena,31,17/06/2018 10:00,1529222703
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,9h,Buena,21,9h,Bona,38,9h,Buena,23,17/06/2018 10:00,1529222703
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,9h,Buena,11,9h,Bona,36,,,,17/06/2018 10:00,1529222703
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,9h,Buena,27,9h,Bona,25,9h,Buena,20,17/06/2018 10:00,1529222703
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,9h,Buena,23,9h,Bona,35,9h,Buena,19,17/06/2018 10:00,1529222703
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,9h,Bona,27,9h,Buena,26,17/06/2018 10:00,1529222703
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,10h,Bona,41,,,,17/06/2018 11:00,1529226302
Eixample,Buena,IH,01,08019043,2.1538,41.3853,10h,Buena,23,10h,Bona,44,10h,Buena,31,17/06/2018 11:00,1529226302
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,10h,Buena,24,10h,Bona,40,10h,Buena,23,17/06/2018 11:00,1529226302
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,10h,Buena,28,10h,Bona,29,,,,17/06/2018 11:00,1529226302
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,10h,Buena,31,10h,Bona,23,10h,Buena,20,17/06/2018 11:00,1529226302
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,10h,Buena,24,10h,Bona,42,10h,Buena,20,17/06/2018 11:00,1529226302
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,10h,Bona,27,10h,Buena,26,17/06/2018 11:00,1529226302
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,11h,Bona,39,,,,17/06/2018 12:00,1529229903
Eixample,Buena,IH,01,08019043,2.1538,41.3853,11h,Buena,39,11h,Bona,46,11h,Buena,30,17/06/2018 12:00,1529229903
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,11h,Buena,38,11h,Bona,39,11h,Buena,23,17/06/2018 12:00,1529229903
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,11h,Buena,44,11h,Bona,28,,,,17/06/2018 12:00,1529229903
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,11h,Buena,38,11h,Bona,28,11h,Buena,20,17/06/2018 12:00,1529229903
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,11h,Buena,38,11h,Bona,35,11h,Buena,20,17/06/2018 12:00,1529229903
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,11h,Bona,25,11h,Buena,25,17/06/2018 12:00,1529229903
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,12h,Bona,23,,,,17/06/2018 13:00,1529233502
Eixample,Buena,IH,01,08019043,2.1538,41.3853,12h,Buena,38,12h,Bona,60,12h,Buena,29,17/06/2018 13:00,1529233502
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,12h,Buena,65,12h,Bona,30,12h,Buena,22,17/06/2018 13:00,1529233502
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,12h,Buena,67,12h,Bona,13,,,,17/06/2018 13:00,1529233502
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,12h,Buena,63,12h,Bona,21,12h,Buena,20,17/06/2018 13:00,1529233502
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,12h,Buena,63,12h,Bona,31,13h,Buena,20,17/06/2018 13:00,1529233502
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,12h,Bona,20,13h,Buena,24,17/06/2018 13:00,1529233502
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,13h,Bona,10,,,,17/06/2018 14:00,1529237102
Eixample,Buena,IH,01,08019043,2.1538,41.3853,13h,Buena,50,13h,Bona,58,13h,Buena,29,17/06/2018 14:00,1529237102
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,13h,Buena,79,13h,Bona,23,13h,Buena,22,17/06/2018 14:00,1529237102
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,13h,Buena,78,13h,Bona,7,,,,17/06/2018 14:00,1529237102
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,13h,Buena,85,13h,Bona,8,13h,Buena,20,17/06/2018 14:00,1529237102
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,13h,Buena,90,13h,Bona,12,13h,Buena,19,17/06/2018 14:00,1529237102
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,13h,Bona,14,13h,Buena,25,17/06/2018 14:00,1529237102
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,14h,Bona,13,,,,17/06/2018 15:00,1529240703
Eixample,Buena,IH,01,08019043,2.1538,41.3853,14h,Buena,52,14h,Bona,57,14h,Buena,29,17/06/2018 15:00,1529240703
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,14h,Buena,76,14h,Bona,31,14h,Buena,21,17/06/2018 15:00,1529240703
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,14h,Buena,78,14h,Bona,6,,,,17/06/2018 15:00,1529240703
