TIPO DE TRANSPORTE;Ciudad;Viajeros y tasas;Periodo;Total
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2014M06;-2,4
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2014M05;-1,8
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2014M04;-10,5
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2014M03;15,3
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2014M02;0,3
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2014M01;0,8
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2013M12;3,6
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2013M11;4,7
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2013M10;4,5
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2013M09;3,9
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2013M08;-1,8
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2013M07;2,9
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2013M06;-3,7
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2013M05;-3
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2013M04;15,2
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2013M03;-14,7
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2013M02;-7,1
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2013M01;-5,2
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2012M12;""
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2012M11;""
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2012M10;""
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2012M09;""
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2012M08;""
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2012M07;""
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2012M06;""
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2012M05;""
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2012M04;""
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2012M03;""
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2012M02;""
Transporte urbano regular por autobús;28079 Madrid;Variación anual;2012M01;""
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2025M07;5,9
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2025M06;4
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2025M05;1,3
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2025M04;0,9
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2025M03;4,4
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2025M02;0,7
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2025M01;1,5
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2024M12;4,7
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2024M11;4,6
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2024M10;5
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2024M09;5,1
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2024M08;6,7
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2024M07;8,2
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2024M06;10,3
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2024M05;12,4
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2024M04;13,5
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2024M03;9,5
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2024M02;16,9
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2024M01;16,1
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2023M12;21,8
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2023M11;22,5
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2023M10;23,2
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2023M09;23,5
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2023M08;23,2
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2023M07;21,9
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2023M06;19,3
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2023M05;18,4
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2023M04;19
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2023M03;20
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2023M02;23,7
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2023M01;29,7
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2022M12;25,8
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2022M11;26,5
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2022M10;27,9
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2022M09;29,3
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2022M08;30,1
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2022M07;31,2
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2022M06;35,3
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2022M05;39,1
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2022M04;42,3
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2022M03;50,3
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2022M02;57,4
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2022M01;86
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2021M12;22,8
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2021M11;22,8
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2021M10;21
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2021M09;19,2
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2021M08;16,7
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2021M07;16,2
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2021M06;14,5
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2021M05;4,9
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2021M04;-14,9
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2021M03;-37,5
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2021M02;-55,1
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2021M01;-63,2
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2020M12;-45,1
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2020M11;-46,2
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2020M10;-46,7
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2020M09;-46,6
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2020M08;-46,7
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2020M07;-47,4
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2020M06;-47,9
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2020M05;-45,2
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2020M04;-34,7
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2020M03;-17
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2020M02;4,4
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2020M01;2,5
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2019M12;4,7
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2019M11;5,7
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2019M10;6,2
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2019M09;6,2
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2019M08;6,2
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2019M07;6,8
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2019M06;6,7
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2019M05;7,2
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2019M04;7,3
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2019M03;10,4
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2019M02;7
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2019M01;4,1
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2018M12;-1,7
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2018M11;-2,3
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2018M10;-2,5
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2018M09;-3,2
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2018M08;-3,5
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2018M07;-3
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2018M06;-2,2
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2018M05;-2,4
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2018M04;-2,4
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2018M03;-6,2
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2018M02;-1,5
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2018M01;2,6
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2017M12;-0,5
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2017M11;-0,3
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2017M10;-0,4
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2017M09;-0,1
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2017M08;1,1
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2017M07;1
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2017M06;0,7
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2017M05;1,2
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2017M04;1,2
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2017M03;6
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2017M02;1,7
Transporte urbano regular por autobús;28079 Madrid;Variación de la media en lo que va de año;2017M01;3
