test-ins - Madrid Innova;;;;;;;;;
Evento;Espacio;Tipo;Fecha;Hora Inicio;Hora Fin;Ponente;Dirigido a;inscritos;Descripción
CharlAIL - ModaDigital: Diseñando el Mañana;Aravaca Innovation Lab;Conferencia;13-03-2024;17:00;19:00;Carlota Castro, Paloma Muñoz, Mar Melero, Raquel Mas, Miriam Martínez, Isabel Pascual de Quinto, Sheila Escot;Empresas;0;"“ModaDigital: Diseñando el Mañana"" es un evento que aborda la evolución de la industria de la moda en un mundo cada vez más digitalizado. Durante esta sesión de dos horas de duración, destacadas expertas discutirán diversos aspectos de la transformación digital en la moda, incluyendo estrategias digitales e innovación, sostenibilidad, marketing y redes sociales, aspectos legales, así como el cambio en la experiencia del consumidor. A través de una serie de preguntas y debates, las participantes explorarán cómo la tecnología está impactando la moda desde múltiples perspectivas, mientras se abordan los desafíos y oportunidades que esta transformación presenta para la industria y la ciudadanía."
AperiTech Madrid - Diversidad, Inclusión y Accesibilidad;iLAB;Taller;13-03-2024;18:30;20:45;;Emprendedores;0;
Emprende y protege: Introducción a las patentes;Puerta innovación;Conferencia;13-03-2024;10:00;12:00;María José Huertas Jiménez, directora y cofundadora The Lighthouse Team, y Mélany Resa Puerto, abogada Intellectual Property y NNTT;Emprendedores;7;
Conoce y aprende a utilizar herramientas para hacer tu día a día en Internet más seguro;Puerta innovación;Formación;11-03-2024;17:00;20:00;;Emprendedores;0;
Taller Technovation Girls - 8 de marzo;Aravaca Innovation Lab;Formación;08-03-2024;18:00;20:00;Technovation Girls Madrid;Estudiantes;0;La misión de Technovation Girls es inspirar a niñas y jóvenes entre 8 y 18 años, para que se conviertan en líderes e innovadoras. Con la ayuda de mentores voluntarios, las niñas desarrollan proyectos que buscan resolver problemas de su entorno mediante el uso de la tecnología y el emprendimiento. Las niñas trabajan en equipo para identificar y resolver problemas de su comunidad usando la tecnología. En el proceso desarrollan habilidades de colaboración, resolución de problemas y liderazgo. Aunque las inscripciones se encuentran cerradas, si quieres conocer más, ponte en contacto con nosotros en: aravacainnolab@madrid.es
Identidades en cadena;iLAB;Conferencia;07-03-2024;18:00;20:00;Block-Auth;Emprendedores;74;
FormaDOOR: Menos datos y más historias: Introducción al 'Data Storytelling';Puerta innovación;Formación;07-03-2024;18:30;19:30;Toni Almagro, Staff Data Scientist en Tom Tom y formador en Data Science y Machine Learning;Emprendedores;0;
WorkDOOR: Taller de iniciación al Go;Puerta innovación;Taller;06-03-2024;18:45;20:45;Jorge Ortiz, Senior Software Developer Engineer;Emprendedores;0;
Taller Technovation Girls - 1 de marzo;Aravaca Innovation Lab;Formación;01-03-2024;18:00;20:00;Technovation Girls Madrid;Estudiantes;0;La misión de Technovation Girls es inspirar a niñas y jóvenes entre 8 y 18 años, para que se conviertan en líderes e innovadoras. Con la ayuda de mentores voluntarios, las niñas desarrollan proyectos que buscan resolver problemas de su entorno mediante el uso de la tecnología y el emprendimiento. Las niñas trabajan en equipo para identificar y resolver problemas de su comunidad usando la tecnología. En el proceso desarrollan habilidades de colaboración, resolución de problemas y liderazgo. Aunque las inscripciones se encuentran cerradas, si quieres conocer más, ponte en contacto con nosotros en: aravacainnolab@madrid.es
Crea presupuestos en tu web y conoce el nuevo Image Optimizer;Puerta innovación;Formación;29-02-2024;18:30;20:30;Caco Martín y Ángel Zinsel;Emprendedores;0;
Presentación de resultados Laboratorio de Innovación Social THIVIC;iLAB;Conferencia;28-02-2024;11:00;12:00;Laboratorio de Innovación Social;Emprendedores;0;
WorkDOOR: Conecta con la creatividad;Puerta innovación;Taller;28-02-2024;18:30;19:30;Nash Vázquez, CEO y fundadora de arka by Nash, emprendedora y advisor de CEOs y Altos Directivos;Emprendedores;18;
CiberAIL - Principios de ciberseguridad;Aravaca Innovation Lab;Formación;27-02-2024;12:00;13:15;Alexander Bernal;Empresas;0;"Esta primera formación sobre ciberseguridad ofrecida por RedBorder promete ser una experiencia educativa única. La primera sesión, titulada ""Principios de Seguridad"", será un emocionante punto de partida. Diseñado como un curso intermedio, esta charla se centrará en proporcionar una comprensión sólida de los principios fundamentales de la seguridad informática. Durante la sesión, los participantes podrán adquirir conocimientos clave que sentarán las bases para comprender conceptos más avanzados en las futuras sesiones. Desde los conceptos básicos hasta la aplicación práctica, esta serie de formaciones ofrecerá una visión integral de los principios esenciales de la ciberseguridad. Esta formación inaugural está dirigida a profesionales y entusiastas de la ciberseguridad que buscan consolidar y ampliar sus conocimientos en el campo. Se espera que los participantes tengan un nivel intermedio de comprensión de la ciberseguridad, lo que les permitirá aprovechar al máximo esta valiosa oportunidad de aprendizaje en Aravaca Innovation Lab. ¡Prepárate para sumergirte en el fascinante mundo de la seguridad informática!"
¡Embody your speech: dale voz a tu trabajo!;iLAB;Taller;27-02-2024;19:00;;Ainhoa Blanco;Emprendedores;0;
Taller Technovation Girls - 23 de febrero;Aravaca Innovation Lab;Formación;23-02-2024;18:00;20:00;Technovation Girls Madrid;Estudiantes;0;La misión de Technovation Girls es inspirar a niñas y jóvenes entre 8 y 18 años, para que se conviertan en líderes e innovadoras. Con la ayuda de mentores voluntarios, las niñas desarrollan proyectos que buscan resolver problemas de su entorno mediante el uso de la tecnología y el emprendimiento. Las niñas trabajan en equipo para identificar y resolver problemas de su comunidad usando la tecnología. En el proceso desarrollan habilidades de colaboración, resolución de problemas y liderazgo. Aunque las inscripciones se encuentran cerradas, si quieres conocer más, ponte en contacto con nosotros en: aravacainnolab@madrid.es
Networking multisectorial, diferenciación y debate para profesionales en el sector B2B;iLAB;Taller;22-02-2024;10:00;12:00;Esteban García Pérez;Empresas;0;
PyLadies de vuelta y ¿Qué realmente es ChatGPT?;iLAB;Taller;21-02-2024;19:00;20:30;PyLadies;Emprendedores;0;
Encuentro mensual NSCoder Night Madrid: 'Creando tu primer Swift Macro';Puerta innovación;Taller;21-02-2024;19:00;20:30;Libranner Santos, Apple Developer;Emprendedores;0;
ComunicAIL Episodio 2: Comunicación Estratégica;Aravaca Innovation Lab;Taller;20-02-2024;17:30;18:30;Manuel Alejandro Carmona Guerrero;Emprendedores;2;¿Inviertes mucho tiempo en redes sociales y sientes que tu marca no es reconocible? La comunicación, como la empresa, necesita de una estrategia para posicionarse, especialmente en entornos cambiantes como en los que trabajamos. En este taller aprenderás a identificar qué estrategias de comunicación se adecúan mejor para posicionar tu marca, hacerla reconocible y gestionar la reputación de tu empresa. Regístrate y aprende a gestionar estratégicamente tu comunicación.
Madrid International FinTech Capital 2024;iLAB;Conferencia;20-02-2024;09:30;14:00;;Emprendedores;0;
Taller Technovation Girls - 16 de febrero;Aravaca Innovation Lab;Formación;16-02-2024;18:00;20:00;Technovation Girls Madrid;Estudiantes;0;La misión de Technovation Girls es inspirar a niñas y jóvenes entre 8 y 18 años, para que se conviertan en líderes e innovadoras. Con la ayuda de mentores voluntarios, las niñas desarrollan proyectos que buscan resolver problemas de su entorno mediante el uso de la tecnología y el emprendimiento. Las niñas trabajan en equipo para identificar y resolver problemas de su comunidad usando la tecnología. En el proceso desarrollan habilidades de colaboración, resolución de problemas y liderazgo. Aunque las inscripciones se encuentran cerradas, si quieres conocer más, ponte en contacto con nosotros en: aravacainnolab@madrid.es
"CiberAIL - ""Internet Seguro"": Ciberseguridad para mayores de 60 - Segunda sesión";Aravaca Innovation Lab;Taller;15-02-2024;10:00;13:00;Emancipatic / Policía Nacional;Emprendedores;0;"La asociación Emancipatic, en colaboración con la Policía Nacional, organiza este taller gratuito de actualización digital y ciberseguridad organizados para personas mayores de 60 años. ¿Qué aprenderás? ¿De qué te hablaremos? De 10h a 11h: “CONOCE TU TELÉFONO""  Control sobre tu dispositivo móvil Gestión de aplicaciones Consejos útiles sobre Ciberseguridad  De 11h a 13h: “PROTÉGETE ANTE LOS DELITOS DE INTERNET""  Acceso digital para comunicar denuncias Evitar delitos informáticos Consejos prácticos para una navegación segura"
Visa Innovation Program Europe Meetup Spain & Portugal;iLAB;Conferencia;15-02-2024;10:00;12:00;;Emprendedores;0;
"Los ""pepinos"" de la IA: Modelos fundacionales, IA Generativa y Tiny ML";iLAB;Taller;15-02-2024;19:00;20:30;Ángel Niño, Concejal de Innovación y Emprendimiento del Ayto de Madrid, Emilio Soria-Olivas, catedrático Universitat de Valéncia;Desarrolladores;0;
FormaDOOR: Necesidades básicas de compliance para emprendedores y pymes;Puerta innovación;Formación;15-02-2024;18:30;19:30;Daniel Lora, abogado y compliance officer;Emprendedores;17;
"CiberAIL - ""Internet Seguro"": Ciberseguridad para mayores de 60";Aravaca Innovation Lab;Taller;12-02-2024;10:00;13:00;Emancipatic / Policía Nacional;Emprendedores;0;"La asociación Emancipatic, en colaboración con la Policía Nacional, organiza este taller gratuito de actualización digital y ciberseguridad organizados para personas mayores de 60 años. ¿Qué aprenderás? ¿De qué te hablaremos? De 10h a 11h: “CONOCE TU TELÉFONO""  Control sobre tu dispositivo móvil Gestión de aplicaciones Consejos útiles sobre Ciberseguridad  De 11h a 13h: “PROTÉGETE ANTE LOS DELITOS DE INTERNET""  Acceso digital para comunicar denuncias Evitar delitos informáticos Consejos prácticos para una navegación segura"
Taller Technovation Girls - 9 de febrero;Aravaca Innovation Lab;Formación;09-02-2024;18:00;20:00;Technovation Girls Madrid;Estudiantes;0;La misión de Technovation Girls es inspirar a niñas y jóvenes entre 8 y 18 años, para que se conviertan en líderes e innovadoras. Con la ayuda de mentores voluntarios, las niñas desarrollan proyectos que buscan resolver problemas de su entorno mediante el uso de la tecnología y el emprendimiento. Las niñas trabajan en equipo para identificar y resolver problemas de su comunidad usando la tecnología. En el proceso desarrollan habilidades de colaboración, resolución de problemas y liderazgo. Aunque las inscripciones se encuentran cerradas, si quieres conocer más, ponte en contacto con nosotros en: aravacainnolab@madrid.es
I Edición Hackathon Esports Barqia;iLAB;Taller;09-02-2024;09:00;21:00;;Desarrolladores;0;
Seguridad WordPress para dummies y caballeros;iLAB;Taller;08-02-2024;18:30;20:00;Javier Guembe;Emprendedores;0;
Foro Empresarial III Edición AHCID/AEMME;iLAB;Taller;07-02-2024;10:00;13:00;AEMME - Asociación Española Multisectorial de Microempresas y la Asociación Hispano China para el Intercambio y el Desarrollo.;Empresas;0;
Necesidades básicas de Compliance para emprendedores y pymes;Puerta innovación;Conferencia;07-02-2024;;;Daniel Lora, abogado y compliance officer;Emprendedores;0;
X2.0 Open Call Info session - Financiación para proyectos de IA y Big Data (online / en inglés);Aravaca Innovation Lab;Taller;06-02-2024;10:00;11:00;X2.0 Team;Emprendedores;0;El proyecto europeo X2.0 consta de un programa de crecimiento de 5 meses para el diseño y desarrollo de soluciones deep tech en el área de Big Data e Inteligencia Artificial. A través de la open call, objeto de la sesión informativa, el proyecto proporciona vouchers de innovación de hasta 30.000 € para servicios de escalado, mentoría y asistencia a eventos. Además, los beneficiarios recibirán soporte técnico (matchmaking, asesoramiento para la obtención de financiación, entre otros). Si eres una pyme o startup, no puedes desaprovechar esta oportunidad para financiar tu proyecto.
WorkDOOR: Herramientas de comunicación resiliente para emprendedores;Puerta innovación;Taller;06-02-2024;18:30;19:30;Elena de Lario, profesional de las artes escénicas y el entrenamiento de equipos;Emprendedores;35;
El sector de Real Estate y la Tokenización;iLAB;Conferencia;05-02-2024;17:00;19:30;Tokencity;Emprendedores;0;
Taller Technovation Girls - 2 de febrero;Aravaca Innovation Lab;Formación;02-02-2024;18:00;20:00;Technovation Girls Madrid;Estudiantes;0;La misión de Technovation Girls es inspirar a niñas y jóvenes entre 8 y 18 años, para que se conviertan en líderes e innovadoras. Con la ayuda de mentores voluntarios, las niñas desarrollan proyectos que buscan resolver problemas de su entorno mediante el uso de la tecnología y el emprendimiento. Las niñas trabajan en equipo para identificar y resolver problemas de su comunidad usando la tecnología. En el proceso desarrollan habilidades de colaboración, resolución de problemas y liderazgo. Aunque las inscripciones se encuentran cerradas, si quieres conocer más, ponte en contacto con nosotros en: aravacainnolab@madrid.es
